address,name,online_order,book_table,rate,votes,phone,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
"16, Opposite RV Dental College, 7th Cross, 24th Main, 2nd Phase, JP Nagar, Bangalore",Beach Hut,No,No,3.5/5,134,"+91 9740002754
+91 9739145695",JP Nagar,Casual Dining,"North Indian, Chinese",650,"['Veg Thali', 'Singapore Noodles', 'Biryani', 'Lamb', 'Chicken Wings']",Delivery,Jayanagar
"Next to Bank of India, 6th Phase, JP Nagar, Bangalore",Khanapur Express,No,No,,0,"+91 8884595990
+91 8197117094",JP Nagar,Quick Bites,"North Indian, Rajasthani",500,"['Noodles', 'Tandoori Chicken', 'Biryani', 'Fish Fry', 'Chicken Grill']",Delivery,Jayanagar
"427, 7th Cross, 7th Main, 2nd Stage, BTM, Bangalore",Rolls On Wheels,No,No,2.8/5,127,"+91 9071734102
+91 9071496800",BTM,Quick Bites,"Fast Food, Rolls, Momos",300,"['Brownie', 'Biryani', 'Pasta', 'Chole', 'Hakka Noodles']",Delivery,Jayanagar
"39/1, Krishnamaraju Lane, 23rd A Main, 2nd Phase, JP Nagar, Bangalore",Flying Cakes,No,No,,0,+91 9999851306,JP Nagar,Bakery,Bakery,500,"['Chocolate Cake', 'Sandwiches', 'Salted Caramel Brownie', 'Chocolate Decadence', 'Masala Tea']",Delivery,Jayanagar
"63, 1551, 7th Cross Road, RK Colony, 1st Phase, Near Post Office, JP Nagar, Bangalore",Ministry of Burger,No,No,,0,+91 9910009994,JP Nagar,Delivery,Continental,500,"['Burgers', 'Chips', 'Supreme Pizza', 'Paneer Tikka', 'Sea Food']",Delivery,Jayanagar
"63, 7th Cross 24th Main, 2nd Phase, JP Nagar",Targaryen's Kitchen,No,No,3.6/5,25,"+91 7022618660
06362 126094",JP Nagar,Casual Dining,"North Indian, Bengali, Chinese",550,"['Chilli Chicken', 'Biryani', 'Kosha Mangsho', 'Thali', 'Paneer Tikka']",Delivery,Jayanagar
"8/297, 9th Cross, 3rd Main, 1st Phase, JP Nagar, Bangalore",Durbari Restaurant,No,No,3.2/5,4,080 41241491,JP Nagar,Casual Dining,"North Indian, Chinese, Mughlai",600,"['Malai Tikka', 'Paneer Tikka', 'Tandoori Chicken', 'Lassi', 'Raita']",Delivery,Jayanagar
"15, 24th Main Road, 1st Phase, JP Nagar, Bangalore",Stories - The Kitchen,No,No,,0,+91 9513595111,JP Nagar,"Takeaway, Delivery","Chinese, BBQ, North Indian, Fast Food",500,"['Pizza', 'Burgers', 'Chicken Popcorn', 'Watermelon Juice', 'Chicken Guntur']",Delivery,Jayanagar
"Shop 1, 16th Cross, Ganesha Temple Complex, Opposite HDFC ATM, Lakkasandra, Wilson Garden, Bangalore",Oggarne,No,No,3.2/5,13,+91 8105406068,Wilson Garden,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,"['Vada', 'Crab Masala', 'Mutton Biryani', 'Chicken Biryani', 'Kharabath']",Delivery,Jayanagar
"H-26, 22nd Main, 2nd Phase, JP Nagar, Bangalore",Mane Biryani,No,No,,0,+91 8073028920,JP Nagar,"Takeaway, Delivery",Biryani,250,"['Paneer Biryani', 'Fish', 'Raita', 'Tandoori Chicken', 'Butter Naan']",Delivery,Jayanagar
"10,13th Main Road, 14th Cross, Lakkasandra, Wilson Garden, Bangalore",Ghee Rice Family Restaurant,No,No,3.4/5,16,"080 65000550
+91 8330800550",Wilson Garden,Casual Dining,"North Indian, Chinese, Biryani",600,"['Chicken Biryani', 'Hyderabadi Dum Biryani', 'Biryani', 'Beer', 'Donne Biryani']",Delivery,Jayanagar
"5, 5th A Cross, Lakshmi Complex, Manjunatha Colony, Near RV Dental College, 2nd Phase, JP Nagar, Bangalore",My Chef,No,No,,0,+91 9535355896,JP Nagar,Delivery,"North Indian, Chinese",300,"['Barbeque Chicken', 'Watermelon Juice', 'Nachos', 'Noodles', 'Sweet Corn Chicken Soup']",Delivery,Jayanagar
"Near Indiragandhi Circle, Sarakki, Main Road, 1st Phase, JP Nagar, Bangalore",Foodmagic,No,No,,0,+91 9066649661,JP Nagar,Quick Bites,"North Indian, Chinese",600,"['Panneer Butter Masala', 'Fried Rice Chicken', 'Vegetable Biryani', 'Litti', 'Tea']",Delivery,Jayanagar
"399/1,13th Main,14th Cross, Lakkasandra, Whitefield, Wilson Garden, Bangalore",Swad Desh,No,No,,0,+91 8040905892,Wilson Garden,Quick Bites,Andhra,400,"['Andhra Meal', 'Thali', 'Biryani', 'Vegetable Biryani', 'Chicken Lollipop']",Delivery,Jayanagar
"430/1, Hosur Main Road, Lakkasandra, Lakkasandra Extension, Wilson Garden, Bangalore",Floral Bakes,No,No,,0,+91 7259321311,Wilson Garden,Quick Bites,"Fast Food, Juices",300,"['Pizza', 'Hot Chocolate Fudge', 'Fish Grill', 'Coffee', 'Pav Bhaji']",Delivery,Jayanagar
"2, Ground Floor, Next To RV Dental College, 2nd Phase, JP Nagar, Bengaluru",South Indian Kitchen,No,No,3.3/5,6,+91 7259578827,JP Nagar,Quick Bites,"Asian, BBQ, South Indian, Chinese",300,"['Egg Roll', 'Podi Idli', 'Fish Curry', 'Aloo Posto', 'Thai Chicken Salad']",Delivery,Jayanagar
"12, 1st Main, 2nd Cross, Opposite Savoury Seashell, Maruthinagar, Madivala, BTM, Bangalore",Lassi Magic,Yes,No,3.5/5,12,+91 9538944858,BTM,Beverage Shop,"Beverages, Sandwich",150,"['Sandwiches', 'Salad', 'Tomato Soup', 'Filter Coffee', 'Pav Bhaji']",Delivery,Jayanagar
"65, 1st Floor, 1st Main Road, Koramangala 7th Block, Bangalore",Parivaar,Yes,No,2.9/5,20,"080 42171421
+91 8880808222",Koramangala 7th Block,Delivery,"Biryani, North Indian, Chinese",600,"['Fish Thali', 'Dal Makhani', 'Biryani', 'Kulcha', 'Beer']",Delivery,Jayanagar
"140, 6th C Main, 4th Block, Jayanagar, Bangalore",Amma's Pastries,No,No,4.2/5,245,+91 9590607750,Jayanagar,Dessert Parlor,Bakery,400,"['Chocolate Truffle Cake', 'Sandwiches', 'Blueberry Cheesecake', 'Cheesecake', 'Pasta']",Desserts,Jayanagar
"31st A Cross, 7th Block, Jayanagar, Bangalore",Polar Bear,Yes,No,4.0/5,150,080 49653524,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,"['Caramel Coffee', 'Choco Fudge Brownie', 'Hakka Noodles', 'Nolen Gurer Ice Cream', 'Panipuri']",Desserts,Jayanagar
"20, 33rd Cross, 11th Main, 4th Block, Jayanagar, Bangalore",Ibaco,Yes,No,4.0/5,129,+91 8970190007,Jayanagar,Dessert Parlor,Desserts,300,"['Sandwiches', 'Banana Nutella', 'Hot Chocolate Fudge', 'Sweet Potato Latte', 'Waffles']",Desserts,Jayanagar
"301A, 9th Main, 4th Block, Jayanagar, Bangalore",Sri Venkateshwara Sweet Meat Stall,No,No,4.1/5,201,080 22445501,Jayanagar,Quick Bites,Street Food,250,"['Aloo Samosa', 'Egg Noodles', 'Cheese Paratha', 'Deluxe Thali', 'Coffee']",Desserts,Jayanagar
"320/B, 9th Main Road, 5th Block, Jayanagar, Bangalore",Jodhpur Sweets,No,No,2.9/5,10,+91 9343793439,Jayanagar,Sweet Shop,"Mithai, Street Food, Rajasthani",150,"['Kachori', 'Chaat', 'Tea', 'Samosa', 'Thali']",Desserts,Jayanagar
"1522, South End B Cross, 28th Main, 9th Block, Jayanagar, Bangalore",KC Das - Klassic Foods,No,No,3.0/5,18,"080 22455038
+91 9845577289",Jayanagar,"Sweet Shop, Quick Bites","Mithai, Street Food",200,"['Samosa', 'Bhel Puri', 'Rabri', 'Churma', 'Sev Puri']",Desserts,Jayanagar
"32, 8E Main Road, 4th Block, Jayanagar, Bangalore",Parimala Sweets,No,No,,0,080 41141779,Jayanagar,Sweet Shop,"Mithai, Street Food",200,"['Jalebi', 'Aloo Samosa', 'Kaju Barfi', 'Dabeli', 'Buttermilk']",Desserts,Jayanagar
"76, 30th Cross Road, Geetha Colony, 4th Block, Jayanagar, Bangalore",Me And My Cake,No,No,3.3/5,4,+91 9036070410,Jayanagar,Takeaway,"Bakery, Desserts",500,"['Donut', 'Cup Cake', 'Hot Chocolate', 'Blueberry Mousse', 'Smoothie Chocolate']",Desserts,Jayanagar
"Plot 25, Opposite Harley Davidson Showroom, 4 Lavelle Road, D' Souza Layout, Ashok Nagar, Jayanagar, Bangalore",Mawa and Co,No,No,NEW,0,+91 9888921540,Jayanagar,Bakery,"Bakery, Fast Food",300,"['Mc Spicy Chicken', 'Coffee', 'Burgers', 'Brownie', 'Pancakes']",Desserts,Jayanagar
"A-94 6/2, 24th Main, 2nd Phase, JP Nagar, Bangalore",Sweet Truth,Yes,No,3.8/5,51,+91 7710055553,JP Nagar,Delivery,"Bakery, Desserts",500,"['Brownie Chocolate', 'Cup Cake', 'Murgh Khurchan', 'Burgers', 'Pasta']",Desserts,Jayanagar
"56/A, 24th Main Road, Next To Shanti Sagar, JP Nagar, Bangalore",Dairy Day Corner,No,No,,0,"+91 9902883322
+91 9591495626",JP Nagar,"Dessert Parlor, Quick Bites","Ice Cream, Desserts, Fast Food",200,"['Waffles', 'Plum Cake', 'Ice Cream Roll', 'Pomegranate Sorbet', 'Bubble Gum Ice Cream']",Desserts,Jayanagar
"120, 9th Cross Road, Jeewan Sathi Colony, 1st Phase, JP Nagar, Bengaluru",90's Cafe,No,No,NEW,0,+91 9739500555,JP Nagar,Quick Bites,"Fast Food, Burger",500,"['Pizza', 'Chicken Bbq Wings', 'Pasta Alfredo', 'American Cheese Burger', 'Waffles']",Desserts,Jayanagar
"137, R.V. Dental College Road, 24th Main, 1st Phase, JP Nagar, Bangalore",M. R. G Sweets Angadi,No,No,3.3/5,9,080 42164166,JP Nagar,"Quick Bites, Sweet Shop","Street Food, Mithai",150,"['Paratha', 'Rasgulla', 'Kachori', 'Masala Dosa', 'Sabudana Vada']",Desserts,Jayanagar
"21, 24th Main Road, Next to Kidzon, Kotak Mahandra Bank Building, 6th Phase, JP Nagar, Bangalore",Bombay Kulfis,No,No,3.3/5,11,"+91 6360845504
+91 8011173956",JP Nagar,Dessert Parlor,Ice Cream,200,"['Blueberry Cheesecake', 'Rolls', 'Kulfi', 'Waffles', 'Coconut Ice Cream']",Desserts,Jayanagar
"6th Phase, 9th Block, JP Nagar, Bangalore",The Cake Shop Mayura,No,No,3.6/5,13,+91 9480282466,JP Nagar,Bakery,"Bakery, Desserts",800,"['Chocolate Truffle', 'Pancakes', 'Pasta', 'Nutella Pancakes', 'Pineapple Cake']",Desserts,Jayanagar
"K8, LG Floor, Vega City Mall, 172/1, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Mad Over Donuts,Yes,No,,0,080 67922309,Bannerghatta Road,Dessert Parlor,"Bakery, Desserts, Beverages",450,"['Plum Cake', 'Waffles', 'Hot Chocolate', 'Rabri', 'Cup Cake']",Desserts,Jayanagar
"718, 1st C Main, 45th Cross, 8th Block, Jayanagar, Bangalore",Shivaji Military Hotel,No,No,,2497,"+91 9845149217
+91 9980739217",Jayanagar,Casual Dining,"South Indian, Biryani",450,"['Egg Biryani', 'Kesari Bath', 'Craft Beer', 'Fried Fish', 'Hyderabadi Biryani']",Dine-out,Jayanagar
"South End Road, Jayanagar, Bangalore",A2B Veg - Adyar Ananda Bhavan,Yes,No,2.8 /5,210,"080 41266999
080 65347882",Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,"['Brinjal Curry', 'Filter Coffee', 'Gobi Tikka', 'Thali', 'Kerala Parotta']",Dine-out,Jayanagar
"Suraj Tower, 216/13, 27th Cross, 3rd Block, Jayanagar, Bangalore",Pizza Hut,Yes,No,3.8 /5,706,"080 39883988
080 26532999",Jayanagar,Casual Dining,"Pizza, Fast Food",750,"['Mushroom Soup', 'Paneer Tikka Pizza', 'Burgers', 'Grape Juice', 'Peri Peri Pasta']",Dine-out,Jayanagar
"T Mariappa Road, Near Madhavan Park, 1st Block, Jayanagar, Bangalore",Cafe Coffee Day,No,No,3.5 /5,20,080 64540066,Jayanagar,Cafe,"Cafe, Fast Food",900,"['Chips', 'Sandwich', 'Salads', 'Sandwiches', 'Pasta']",Dine-out,Jayanagar
"1463, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bangalore",Chat Wala,No,No,3.8 /5,31,,Jayanagar,,Street Food,150,"['Paneer Tikka', 'Tea', 'Samosa', 'Aloo Tikki', 'Pav Bhaji']",Dine-out,Jayanagar
"35, 29, 11th Main Road, 5th Block, Marenahalli, 2nd Phase, Jayanagar, Bangalore",Lambsters,No,No,3.6 /5,0,+91 9606346344,Jayanagar,Casual Dining,"North Indian, Chinese",700,"['Butter Naan', 'Pasta', 'Crab Masala', 'Nachos', 'Paneer Biryani']",Dine-out,Jayanagar
"149/40/1, 32nd - C Cross, 11th Main, 4th Block, Jayanagar, Bangalore",KFC,Yes,No,3.3 /5,358,080 33994444,Jayanagar,Quick Bites,"Burger, Fast Food",400,"['Burgers', 'Salads', 'Vada Pav', 'Sandwich', 'Chicken Burger']",Dine-out,Jayanagar
"11th Main Road, 4th block, Jayanagar, Bangalore",Burger King,Yes,No,3.9 /5,1075,"+91 9108013561
+91 8285475260",Jayanagar,Quick Bites,"Burger, Fast Food, Beverages",600,"['Chaat', 'Cheesecake', 'Cocktails', 'Chicken Burger', 'Rice Bowl']",Dine-out,Jayanagar
"36/9, Near Post Office, 11th Main, 4th Block, Jayanagar, Bangalore",Domino's Pizza,Yes,No,3.7 /5,466,"080 26659696
18602100000",Jayanagar,Quick Bites,"Pizza, Fast Food",400,"['Burgers', 'Cheesy Fries', 'Cocktails', 'Gulab Jamun', 'Gnocchi']",Dine-out,Jayanagar
"81/T, 11th Main, 34th B Cross, 4th T Block, Jayanagar, Bangalore",Subway,Yes,No,3.1 /5,113,"080 41606989
080 41200072",Jayanagar,Quick Bites,"Salad, Fast Food",600,"['Cheese Sandwich', 'Waffles', 'Nachos', 'Lasagne', 'Garlic Bread']",Dine-out,Jayanagar
"5, 9th Main, 9th Cross, 2nd Block, Near Corporation Office, Jayanagar, Bangalore",Karnataka Bhel House,No,No,3.9 /5,65,"+91 9844111020
+91 9243409074",Jayanagar,Quick Bites,Street Food,100,"['Kulfi', 'Deluxe Thali', 'Chaat', 'Badam Milk', 'Paratha']",Dine-out,Jayanagar
"654/66, 11th Main, 4th Block, Jayanagar, Bangalore",McDonald's,Yes,No,3.7 /5,181,+91 8928304104,Jayanagar,Quick Bites,"Fast Food, Burger",500,"['Orange Mojito', 'Bbq Burger', 'Garlic Bread', 'Virgin Mojito', 'Rolls']",Dine-out,Jayanagar
"1329, 41st 'A' Cross, 9th Block, Jayanagar, Bangalore",Ande Ka Funda,No,No,3.5 /5,30,+91 9035304797,Jayanagar,Quick Bites,"Fast Food, North Indian",200,"['Sausage Roll', 'Pasta', 'Sandwiches', 'Gulkand Lassi', 'Dal Tadka']",Dine-out,Jayanagar
"290/41, 10th Main Road, 38th Cross, 5th Block, Jayanagar, Bangalore",MDP Coffee House,No,No,3.8 /5,38,+91 9741736349,Jayanagar,Quick Bites,South Indian,200,"['Dal Makhani', 'Chicken Kheema Dosa', 'Biryani', 'Thali', 'Kerala Parotta']",Dine-out,Jayanagar
"Near Mahavir Jain College, 41st A Cross, 9th Block, Jayanagar, Bangalore",Anda Ka Funda,Yes,No,3.2 /5,14,+91 9035304797,Jayanagar,Quick Bites,"North Indian, Chinese",300,"['Chicken Noodle', 'Pizza', 'Shawarma', 'Pav Bhaji', 'Raita']",Dine-out,Jayanagar
"1/21, Vijaylaxmi Towers, 32 Cross, 10th Main, 4th Block, Jayanagar, Bangalore",Shree Venkateshwara North Karnataka Hotel,No,No,4.0 /5,82,+91 9945612307,Jayanagar,Quick Bites,South Indian,200,"['Biryani', 'Rava Idli', 'Paratha', 'Coffee', 'Butter Chicken']",Dine-out,Jayanagar
"1478/1, 40th Cross, 18th Main, 4th T Block, Jayanagar, Bangalore",Pizza Stop,Yes,No,3.4 /5,145,080 46640404,Jayanagar,Quick Bites,"Pizza, Italian",600,"['Waffles', 'Cocktails', 'Burgers', 'Chicken Burger', 'Chocolate Bomb']",Dine-out,Jayanagar
"22nd Cross Road, Jayanagar 3rd Block East, Jayanagar, Bangalore",Five Star Chicken,Yes,No,3.3 /5,4,+91 9513332979,Jayanagar,Quick Bites,"Fast Food, Burger",300,"['Lamb', 'French Fries', 'Mocktails', 'Garlic Bread', 'Potato Mash']",Dine-out,Jayanagar
"607, 15th Cross, Outer Ring Road, 1st Phase, JP Nagar, Bangalore",The Pump House,No,No,4.3 /5,721,+91 9606127666,JP Nagar,Microbrewery,"Continental, Finger Food","1,500","['Roast Chicken', 'Rooftop Ambience', 'Onion Rings', 'Bruschettas', 'Belgian Brew Beer']",Dine-out,Jayanagar
"172/1, Unit 3, 3rd Floor, Vega City Mall, Srinivasa Industrial Estate, Bannerghatta Road, Bangalore",Chianti,No,Yes,4.5 /5,800,+91 8067922473,Bannerghatta Road,Casual Dining,Italian,"1,500","['Long Island Iced Tea', 'Wood Fire Pizza', 'Sandwiches', 'Chole', 'Bruschettas']",Dine-out,Jayanagar
"610, 15th Cross, 100 Ft Ring Road, 1st Phase, JP Nagar, Bangalore",The Underpass Pub & Grub,No,No,4.0 /5,726,,JP Nagar,"Pub, Casual Dining","Finger Food, Continental, North Indian, Chinese","1,500","['Pasta', 'Khamiri Roti', 'Pakoda', 'Afghan Chicken', 'Biryani']",Dine-out,Jayanagar
"24th Main Road, 5th 'A' cross, Marenahalli, 2nd Phase, JP Nagar, Bangalore",Aramane Donne Biryani,Yes,No,3.7 /5,0,+91 7019173754,JP Nagar,Quick Bites,"Biryani, Fast Food",300,"['Fish', 'Peri Peri Pizza', 'Brewed Coffee', 'Burgers', 'Chicken Biryani']",Dine-out,Jayanagar
"450, Ground Floor, Phase 5, JP Nagar, Bangalore",California Burrito,No,No,4.1 /5,99,"080 39515101
080 43005280",JP Nagar,Quick Bites,"Mexican, Fast Food",400,"['Jumbo Chicken Roll', 'Dahi Vada', 'Fries', 'Burgers', 'Patata Bravas']",Dine-out,Jayanagar
"41G-Floor Royal Plaza, 24th Main, 7th Cross, 2nd Phase, JP Nagar, Bangalore",Beijing Bites,No,No,4.0 /5,99,+91 8867811601,JP Nagar,Casual Dining,"Chinese, Thai",850,"['Sea Food', 'Wood Fire Pizza', 'Khao Suey', 'Pad Thai', 'Chilli Chicken']",Dine-out,Jayanagar
"19, Shiva Plaza, 24th Main, JP Nagar, 5th Phase, Bangalore",Peat & Fire,Yes,No,3.8 /5,0,+91 8884400315,JP Nagar,Quick Bites,"North Indian, Maharashtrian",700,"['Dahi Vada', 'Dal Makhani', 'Biryani', 'Butter Chicken', 'Mutton Thali']",Dine-out,Jayanagar
"A 94 6/2, 24th Main, Opposite To SBI Bank, 2nd Phase, JP Nagar, Bangalore",Faasos,Yes,No,3.9 /5,313,+91 7700020020,JP Nagar,Quick Bites,"North Indian, Biryani, Fast Food",500,"['Lassi', 'Akki Rottis', 'Pasta', 'Oreo Shake', 'Chai']",Dine-out,Jayanagar
"36/2, 8th Cross, 23rd Main, 2nd Phase, JP Nagar, Bangalore",Anju's Cafe,No,No,4.1 /5,150,"+91 7483317669
+91 9740595444",JP Nagar,Quick Bites,"Fast Food, North Indian, Continental",400,"['Rice Bowl', 'Omelette', 'Pizza Parantha', 'California Burrito', 'Salads']",Dine-out,Jayanagar
"76, Sarakki Gate, Gangadhar Nagar, 1st Phase, JP Nagar, Bangalore",Sri Raghavendra Davanagere Benne Dose Hotel,No,No,4.0 /5,38,+91 9845114198,JP Nagar,Quick Bites,South Indian,200,"['Mutton Chops', 'Friendly Staff', 'Lunch Thali', 'Kadala Curry', 'Chaat']",Dine-out,Jayanagar
"45/1 & 45/2, 45th cross, 2nd Phase, JP Nagar",Gam's Delicacy,No,No,,6,+91 8837001496,JP Nagar,Casual Dining,"North Indian, Chinese, Assamese",800,"['Lime Soda', 'Biryani', 'Palak Paneer', 'Masala Biryani', 'Neer Dosa']",Dine-out,Jayanagar
"23, 24th Main, 5th Cross, 2nd Phase, JP Nagar, Bangalore",Pushpa Darshini,No,No,3.7 /5,20,+91 9482213336,JP Nagar,Quick Bites,South Indian,100,"['Hot Coffee', 'Biryani', 'Masala Dosa', 'Tandoori Chicken', 'Chicken Biryani']",Dine-out,Jayanagar
"9, 24th Main, 4th Cross, Marenahalli Village, 2nd Phase, JP Nagar, Bangalore",Delhi Ke Bawarchi,No,No,4.0 /5,88,080 26492939,JP Nagar,Casual Dining,"North Indian, Chinese, Fast Food",500,"['Dahi Ke Kebab', 'Panneer Butter Masala', 'Rice', 'Lassi', 'Chole']",Dine-out,Jayanagar
"Aurick Boutique Hotel, 598, 15th Cross, 35th Main, 6th Phase, JP Nagar, Bangalore",The Brew - Aurick Boutique Hotel,No,No,3.1 /5,16,080 49011000,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese, Grill",700,"['Kadhai Paneer', 'Badam Milk', 'Stuffed Mushroom', 'Chicken Wings', 'Manchow Soup']",Dine-out,Jayanagar
"1424/81, 9th Block East, South End A Cross, JP Nagar, Bangalore",Pappu Chaiwalla,No,No,3.6 /5,141,+91 6361252138,JP Nagar,Quick Bites,"Fast Food, Tea, Beverages",300,"['Faluda', 'Mc Flurry', 'Sandwiches', 'Hot Chocolate', 'Chocolate Donut']",Dine-out,Jayanagar
"39, 17th E Cross, 5th Phase, JP Nagar, Bangalore",North Indian Mess,No,No,,0,080 26493524,JP Nagar,Mess,"North Indian, Rajasthani",300,"['Calamari', 'Sattu Paratha', 'Pasta', 'Lassi', 'Chicken Biryani']",Dine-out,Jayanagar
"14th Cross, Lakkasandra, Wilson Garden, Bangalore",Famous Dum Biriyani,No,No,3.1 /5,6,"+91 9880549321
+91 9449170030",Wilson Garden,Kiosk,Biryani,200,"['Rolls', 'Mocktails', 'Butter Naan', 'Dum Biryani', 'Aloo Paratha']",Dine-out,Jayanagar
"287, 14th Cross, 13th Main Lakkadandra, Wilson Garden, Bangalore",Ambuur Biryani,No,No,,0,+91 9632348851,Wilson Garden,Quick Bites,Biryani,300,"['Masala Paneer', 'Mutton Biryani', 'Fish Fry', 'Chicken Biryani Combo', 'Veggie Roll']",Dine-out,Jayanagar
"No 37,1st Main Road, 20th Cross, Laljinagar, Lakkasandra, Wilson Garden, Bangalore",MAG A1 Biryani Point,No,No,,0,+91 9845154616,Wilson Garden,Quick Bites,"Biryani, Mughlai",150,"['Chicken Biryani', 'Veg Platter', 'Biryani', 'Hyderabadi Chicken Biryani', 'Chicken Chettinad']",Dine-out,Jayanagar
"9/20, 100 Feet Road, Near Sarakki Signal, 1st Phase, JP Nagar, Bangalore",Hotel Chiguru,No,No,,0,+91 7411176417,JP Nagar,Quick Bites,"South Indian, Chinese",250,"['Pongal', 'Chicken Biryani', 'Masala Dosa', 'Chicken Grill', 'Mutton Biryani']",Dine-out,Jayanagar
"16, 23rd Main Road, 2nd Cross, Marenahalli, 2nd Phase, JP Nagar, Bangalore",Sahodara Savi Ruchi,Yes,No,,0,"+91 9844987999
+91 9986069846",JP Nagar,Quick Bites,South Indian,150,"['Coffee', 'Tikka', 'Masala Dosa', 'Vada', 'Chilli Chicken']",Dine-out,Jayanagar
"16, 2nd Main, Lakkasandra, Wilson Garden, Bangalore",Essential Kitchen,No,No,3.3 /5,4,080 22130000,Wilson Garden,Quick Bites,"Chinese, Fast Food",500,"['Rabri', 'Biryani', 'Almond Shake', 'Friendly Staff', 'Gulab Jamun']",Dine-out,Jayanagar
"72, 23rd Main Road, 3rd Cross, Marenhalli, 2 Phase JP Nagar, Bangalore",Krishna Food & Chats,No,No,,0,"+91 9986113300
+91 9886823636",JP Nagar,Quick Bites,"North Indian, Chinese, Street Food",200,"['Kadhai Murgh', 'Chai', 'Pasta', 'Roti', 'Petha']",Dine-out,Jayanagar
"71, 23rd Main, Marenahalli, 2nd Phase, JP Nagar, Bangalore",SB FOODS,No,No,3.3 /5,4,+91 8310809997,JP Nagar,Quick Bites,South Indian,250,"['Bhaji Dosa', 'Friendly Staff', 'Idli', 'Tea', 'Coffee']",Dine-out,Jayanagar
"13th Main, 14th Cross, Lakkasandra, Wilson Garden, Bangalore",Anamika Roll Centre,No,No,3.2 /5,4,+91 9343686519,Wilson Garden,Quick Bites,"North Indian, Fast Food, Rolls",300,"['Rolls', 'Tandoori Chicken', 'Lassi', 'Murgh Ghee Roast', 'Pongal']",Dine-out,Jayanagar
"12, JP Nagar, Bangalore",Malleseari's Multi Cuisine Restaurant,No,No,,0,+91 9036340988,JP Nagar,Quick Bites,"North Indian, South Indian",150,"['Egg Roast', 'Mai Thai', 'Jeera Rice', 'Brownie', 'Chicken Curry']",Dine-out,Jayanagar
"33rd Main Road, KR Layout, Phase 2, JP Nagar, Bangalore",Thindi Mane,No,No,3.5 /5,6,+91 9880133308,JP Nagar,Quick Bites,South Indian,300,"['Chicken Biryani', 'Masala Dosa', 'Mutton Biryani', 'Paneer Tikka', 'Breakfast Buffet']",Dine-out,Jayanagar
"13th Main Road 14 The Cross Lakkasandra, Wilson Garden, Bangalore",Coastal Paradise Family Restaurant,No,No,,0,"+91 9448620103
+91 6364698685",Wilson Garden,Quick Bites,"North Indian, Chinese, Seafood",450,"['Egg Noodles', 'Tamda Rassa', 'Pad Thai', 'Fish Curry', 'Kiwi Juice']",Dine-out,Jayanagar
"6, 5th A Cross Road, R.K Colony, Manjunath Colony, 2nd Phase, JP Nagar, Bangalore",Chilly N Chicken,No,No,3.5 /5,14,+91 8971541427,JP Nagar,Quick Bites,"Andhra, Biryani",250,"['Masala Prawn', 'Mutton Biryani', 'Marwai Sukka', 'Lime Soda', 'Kothu Parotta']",Dine-out,Jayanagar
"323, 24th Main, 5th Phase, JP Nagar, Bangalore",Sri Krishna Sagar,No,No,3.1 /5,54,080 26660720,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,"['Tandoori Roti', 'Biryani', 'Paneer Parantha', 'Stuffed Mushroom', 'Badam Milk']",Dine-out,Jayanagar
"Serinity Hostel, 1St Cross, 1St Main Road, Bharati Layout, BTM, Bangalore",Malabar Kitchen,Yes,No,,0,+91 9886165106,BTM,Quick Bites,"North Indian, Chinese, Fast Food",300,"['Peri Fries', 'Salad', 'Ginger Tea', 'Rajma', 'Burgers']",Dine-out,Jayanagar
"300, 14th Main Road, Near Vijay Alignment Centre, 5th Phase, JP Nagar, Bangalore",Cafe Coffee Day,Yes,No,3.5/5,27,+91 9071381516,JP Nagar,Cafe,Cafe,650,"['Hot Chocolate', 'Malai Tikka', 'Waffles', 'Coffee', 'Pizza']",Cafes,JP Nagar
"1617, 1st Floor, 50 Feet Road, 1st Stage, Kumaraswamy Layout, Bangalore",Royal King Cafe,No,No,NEW,0,+91 9513333220,Kumaraswamy Layout,Cafe,"Cafe, Fast Food",400,"['Coffee', 'Burgers', 'Pancakes', 'Vegetable Noodles', 'Salads']",Cafes,JP Nagar
"19/3A, Next To Metro Cash And Carry, Konanakunte Cross, Kanakapura Road, Bangalore",Malenadu Kitchen,Yes,Yes,3.8/5,170,080 49652720,Kanakapura Road,Casual Dining,"South Indian, North Indian, Chinese",700,"['Masala Papad', 'Thali', 'Tandoori Chicken', 'Decor', 'Biryani']",Delivery,JP Nagar
"Konankunte Cross, 7 th cross Vashanathapura Main Road, Vallabha Nagar, Kanakapura Main Road, Bangalore",Kaapi Kuteera,Yes,No,3.5/5,86,+91 9742777653,Kanakapura Road,Quick Bites,South Indian,100,"['Tea', 'Chicken Biryani', 'Millet Pizza', 'Prawn', 'Bamboo Chicken']",Delivery,JP Nagar
